fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
495,"aggressive_495","Aggressive User 495",1881,564,"2024-01-01",141
385,"aggressive_385","Aggressive User 385",1991,597,"2024-01-01",167
433,"aggressive_433","Aggressive User 433",2417,725,"2024-01-01",141
210,"aggressive_210","Aggressive User 210",300,90,"2024-01-01",81
132,"aggressive_132","Aggressive User 132",1443,432,"2024-01-01",201
384,"aggressive_384","Aggressive User 384",3149,944,"2024-01-01",177
357,"aggressive_357","Aggressive User 357",684,205,"2024-01-01",119
127,"aggressive_127","Aggressive User 127",1744,523,"2024-01-01",73
354,"aggressive_354","Aggressive User 354",110,33,"2024-01-01",60
198,"aggressive_198","Aggressive User 198",3827,1148,"2024-01-01",71
279,"aggressive_279","Aggressive User 279",1755,526,"2024-01-01",137
110,"aggressive_110","Aggressive User 110",3227,968,"2024-01-01",207
456,"aggressive_456","Aggressive User 456",3478,1043,"2024-01-01",131
1452,"aggressive_1452","Aggressive User 1452",2610,783,"2024-01-01",190
1848,"aggressive_1848","Aggressive User 1848",644,193,"2024-01-01",112
1643,"aggressive_1643","Aggressive User 1643",1631,489,"2024-01-01",145
2166,"aggressive_2166","Aggressive User 2166",701,210,"2024-01-01",140
2656,"aggressive_2656","Aggressive User 2656",661,198,"2024-01-01",177
2095,"aggressive_2095","Aggressive User 2095",1695,508,"2024-01-01",173
1062,"aggressive_1062","Aggressive User 1062",3388,1016,"2024-01-01",74
1730,"aggressive_1730","Aggressive User 1730",3065,919,"2024-01-01",139
1120,"aggressive_1120","Aggressive User 1120",2265,679,"2024-01-01",135
2651,"aggressive_2651","Aggressive User 2651",3177,953,"2024-01-01",160
5234,"aggressive_5234","Aggressive User 5234",3481,1044,"2024-01-01",148
10804,"aggressive_10804","Aggressive User 10804",1887,566,"2024-01-01",60
8151,"aggressive_8151","Aggressive User 8151",1018,305,"2024-01-01",104
11215,"aggressive_11215","Aggressive User 11215",770,231,"2024-01-01",163
13078,"aggressive_13078","Aggressive User 13078",527,158,"2024-01-01",128
5281,"aggressive_5281","Aggressive User 5281",757,227,"2024-01-01",97
14592,"aggressive_14592","Aggressive User 14592",1576,472,"2024-01-01",74
11991,"aggressive_11991","Aggressive User 11991",3752,1125,"2024-01-01",119
9428,"aggressive_9428","Aggressive User 9428",770,231,"2024-01-01",208
7019,"aggressive_7019","Aggressive User 7019",3691,1107,"2024-01-01",64
27143,"aggressive_27143","Aggressive User 27143",3269,980,"2024-01-01",193
22875,"aggressive_22875","Aggressive User 22875",1667,500,"2024-01-01",203
20216,"aggressive_20216","Aggressive User 20216",2403,720,"2024-01-01",109
47465,"aggressive_47465","Aggressive User 47465",363,108,"2024-01-01",125
48909,"aggressive_48909","Aggressive User 48909",3207,962,"2024-01-01",179
37083,"aggressive_37083","Aggressive User 37083",4049,1214,"2024-01-01",77
47544,"aggressive_47544","Aggressive User 47544",2600,780,"2024-01-01",111
45932,"aggressive_45932","Aggressive User 45932",1872,561,"2024-01-01",103
49063,"aggressive_49063","Aggressive User 49063",3431,1029,"2024-01-01",131
41853,"aggressive_41853","Aggressive User 41853",1300,390,"2024-01-01",200
