fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
239,"aggressive_239","Aggressive User 239",3805,1141,"2024-01-01",75
111,"aggressive_111","Aggressive User 111",3301,990,"2024-01-01",140
293,"aggressive_293","Aggressive User 293",3430,1029,"2024-01-01",127
149,"aggressive_149","Aggressive User 149",1163,348,"2024-01-01",156
453,"aggressive_453","Aggressive User 453",961,288,"2024-01-01",156
164,"aggressive_164","Aggressive User 164",1357,407,"2024-01-01",118
190,"aggressive_190","Aggressive User 190",2839,851,"2024-01-01",138
233,"aggressive_233","Aggressive User 233",2191,657,"2024-01-01",203
154,"aggressive_154","Aggressive User 154",2139,641,"2024-01-01",168
346,"aggressive_346","Aggressive User 346",738,221,"2024-01-01",125
195,"aggressive_195","Aggressive User 195",3252,975,"2024-01-01",60
303,"aggressive_303","Aggressive User 303",3882,1164,"2024-01-01",181
113,"aggressive_113","Aggressive User 113",781,234,"2024-01-01",192
160,"aggressive_160","Aggressive User 160",2538,761,"2024-01-01",81
1488,"aggressive_1488","Aggressive User 1488",1798,539,"2024-01-01",157
1087,"aggressive_1087","Aggressive User 1087",180,54,"2024-01-01",136
1539,"aggressive_1539","Aggressive User 1539",1867,560,"2024-01-01",196
1669,"aggressive_1669","Aggressive User 1669",2262,678,"2024-01-01",136
1489,"aggressive_1489","Aggressive User 1489",2804,841,"2024-01-01",194
1038,"aggressive_1038","Aggressive User 1038",638,191,"2024-01-01",160
2812,"aggressive_2812","Aggressive User 2812",3130,939,"2024-01-01",198
2869,"aggressive_2869","Aggressive User 2869",1733,519,"2024-01-01",141
2702,"aggressive_2702","Aggressive User 2702",1777,533,"2024-01-01",159
2096,"aggressive_2096","Aggressive User 2096",3922,1176,"2024-01-01",96
2730,"aggressive_2730","Aggressive User 2730",1776,532,"2024-01-01",150
1928,"aggressive_1928","Aggressive User 1928",405,121,"2024-01-01",140
5444,"aggressive_5444","Aggressive User 5444",3677,1103,"2024-01-01",60
7406,"aggressive_7406","Aggressive User 7406",529,158,"2024-01-01",168
10822,"aggressive_10822","Aggressive User 10822",2416,724,"2024-01-01",85
14879,"aggressive_14879","Aggressive User 14879",568,170,"2024-01-01",180
6080,"aggressive_6080","Aggressive User 6080",1028,308,"2024-01-01",162
13242,"aggressive_13242","Aggressive User 13242",1873,561,"2024-01-01",132
5647,"aggressive_5647","Aggressive User 5647",1980,594,"2024-01-01",168
5145,"aggressive_5145","Aggressive User 5145",2913,873,"2024-01-01",88
9598,"aggressive_9598","Aggressive User 9598",1025,307,"2024-01-01",122
12521,"aggressive_12521","Aggressive User 12521",3213,963,"2024-01-01",110
6879,"aggressive_6879","Aggressive User 6879",2477,743,"2024-01-01",203
5501,"aggressive_5501","Aggressive User 5501",265,79,"2024-01-01",115
26965,"aggressive_26965","Aggressive User 26965",1153,345,"2024-01-01",207
22668,"aggressive_22668","Aggressive User 22668",2137,641,"2024-01-01",196
27107,"aggressive_27107","Aggressive User 27107",3039,911,"2024-01-01",200
19508,"aggressive_19508","Aggressive User 19508",2504,751,"2024-01-01",131
16247,"aggressive_16247","Aggressive User 16247",3846,1153,"2024-01-01",157
21361,"aggressive_21361","Aggressive User 21361",1378,413,"2024-01-01",136
24005,"aggressive_24005","Aggressive User 24005",1674,502,"2024-01-01",95
37473,"aggressive_37473","Aggressive User 37473",3805,1141,"2024-01-01",146
36656,"aggressive_36656","Aggressive User 36656",2500,750,"2024-01-01",172
42878,"aggressive_42878","Aggressive User 42878",76,22,"2024-01-01",67
32663,"aggressive_32663","Aggressive User 32663",721,216,"2024-01-01",142
34093,"aggressive_34093","Aggressive User 34093",830,249,"2024-01-01",202
