fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
309,"aggressive_309","Aggressive User 309",2219,665,"2024-01-01",141
418,"aggressive_418","Aggressive User 418",1552,465,"2024-01-01",168
108,"aggressive_108","Aggressive User 108",1000,300,"2024-01-01",76
210,"aggressive_210","Aggressive User 210",2626,787,"2024-01-01",208
238,"aggressive_238","Aggressive User 238",1781,534,"2024-01-01",178
321,"aggressive_321","Aggressive User 321",2014,604,"2024-01-01",138
416,"aggressive_416","Aggressive User 416",2794,838,"2024-01-01",85
175,"aggressive_175","Aggressive User 175",711,213,"2024-01-01",62
438,"aggressive_438","Aggressive User 438",2941,882,"2024-01-01",198
413,"aggressive_413","Aggressive User 413",1688,506,"2024-01-01",82
357,"aggressive_357","Aggressive User 357",3473,1041,"2024-01-01",137
442,"aggressive_442","Aggressive User 442",223,66,"2024-01-01",172
389,"aggressive_389","Aggressive User 389",2580,774,"2024-01-01",142
145,"aggressive_145","Aggressive User 145",1841,552,"2024-01-01",181
460,"aggressive_460","Aggressive User 460",685,205,"2024-01-01",204
456,"aggressive_456","Aggressive User 456",2950,885,"2024-01-01",123
2354,"aggressive_2354","Aggressive User 2354",1826,547,"2024-01-01",183
1756,"aggressive_1756","Aggressive User 1756",2183,654,"2024-01-01",117
1575,"aggressive_1575","Aggressive User 1575",888,266,"2024-01-01",79
1755,"aggressive_1755","Aggressive User 1755",569,170,"2024-01-01",159
2760,"aggressive_2760","Aggressive User 2760",927,278,"2024-01-01",142
1788,"aggressive_1788","Aggressive User 1788",775,232,"2024-01-01",126
2330,"aggressive_2330","Aggressive User 2330",718,215,"2024-01-01",135
1914,"aggressive_1914","Aggressive User 1914",1999,599,"2024-01-01",72
1364,"aggressive_1364","Aggressive User 1364",605,181,"2024-01-01",83
1813,"aggressive_1813","Aggressive User 1813",3162,948,"2024-01-01",121
1746,"aggressive_1746","Aggressive User 1746",3156,946,"2024-01-01",81
2065,"aggressive_2065","Aggressive User 2065",2449,734,"2024-01-01",176
2804,"aggressive_2804","Aggressive User 2804",3303,990,"2024-01-01",209
2959,"aggressive_2959","Aggressive User 2959",3203,960,"2024-01-01",85
1360,"aggressive_1360","Aggressive User 1360",1525,457,"2024-01-01",125
1924,"aggressive_1924","Aggressive User 1924",3632,1089,"2024-01-01",92
2479,"aggressive_2479","Aggressive User 2479",547,164,"2024-01-01",177
1080,"aggressive_1080","Aggressive User 1080",3602,1080,"2024-01-01",80
1525,"aggressive_1525","Aggressive User 1525",3212,963,"2024-01-01",174
11204,"aggressive_11204","Aggressive User 11204",1058,317,"2024-01-01",140
7513,"aggressive_7513","Aggressive User 7513",2398,719,"2024-01-01",117
5420,"aggressive_5420","Aggressive User 5420",632,189,"2024-01-01",144
13510,"aggressive_13510","Aggressive User 13510",1853,555,"2024-01-01",134
9584,"aggressive_9584","Aggressive User 9584",989,296,"2024-01-01",150
13045,"aggressive_13045","Aggressive User 13045",1185,355,"2024-01-01",61
11309,"aggressive_11309","Aggressive User 11309",2886,865,"2024-01-01",170
13162,"aggressive_13162","Aggressive User 13162",3727,1118,"2024-01-01",166
11661,"aggressive_11661","Aggressive User 11661",3133,939,"2024-01-01",141
9936,"aggressive_9936","Aggressive User 9936",298,89,"2024-01-01",131
9741,"aggressive_9741","Aggressive User 9741",865,259,"2024-01-01",152
24514,"aggressive_24514","Aggressive User 24514",3728,1118,"2024-01-01",108
18398,"aggressive_18398","Aggressive User 18398",3782,1134,"2024-01-01",192
27385,"aggressive_27385","Aggressive User 27385",1978,593,"2024-01-01",80
24103,"aggressive_24103","Aggressive User 24103",1871,561,"2024-01-01",116
15419,"aggressive_15419","Aggressive User 15419",73,21,"2024-01-01",115
21771,"aggressive_21771","Aggressive User 21771",1517,455,"2024-01-01",176
45410,"aggressive_45410","Aggressive User 45410",3974,1192,"2024-01-01",120
35297,"aggressive_35297","Aggressive User 35297",1775,532,"2024-01-01",100
37268,"aggressive_37268","Aggressive User 37268",1467,440,"2024-01-01",168
35596,"aggressive_35596","Aggressive User 35596",3531,1059,"2024-01-01",101
36700,"aggressive_36700","Aggressive User 36700",435,130,"2024-01-01",182
