fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
307,"aggressive_307","Aggressive User 307",335,100,"2024-01-01",76
299,"aggressive_299","Aggressive User 299",3242,972,"2024-01-01",148
277,"aggressive_277","Aggressive User 277",2423,726,"2024-01-01",171
254,"aggressive_254","Aggressive User 254",3185,955,"2024-01-01",142
240,"aggressive_240","Aggressive User 240",2611,783,"2024-01-01",193
175,"aggressive_175","Aggressive User 175",1765,529,"2024-01-01",126
215,"aggressive_215","Aggressive User 215",1118,335,"2024-01-01",178
178,"aggressive_178","Aggressive User 178",2951,885,"2024-01-01",123
197,"aggressive_197","Aggressive User 197",3470,1041,"2024-01-01",156
453,"aggressive_453","Aggressive User 453",2627,788,"2024-01-01",122
311,"aggressive_311","Aggressive User 311",3155,946,"2024-01-01",117
431,"aggressive_431","Aggressive User 431",3786,1135,"2024-01-01",170
1347,"aggressive_1347","Aggressive User 1347",1497,449,"2024-01-01",60
2252,"aggressive_2252","Aggressive User 2252",460,138,"2024-01-01",169
1950,"aggressive_1950","Aggressive User 1950",3234,970,"2024-01-01",203
1996,"aggressive_1996","Aggressive User 1996",960,288,"2024-01-01",135
1461,"aggressive_1461","Aggressive User 1461",458,137,"2024-01-01",75
1470,"aggressive_1470","Aggressive User 1470",3676,1102,"2024-01-01",89
1175,"aggressive_1175","Aggressive User 1175",1457,437,"2024-01-01",165
1815,"aggressive_1815","Aggressive User 1815",2456,736,"2024-01-01",206
2502,"aggressive_2502","Aggressive User 2502",3572,1071,"2024-01-01",106
14498,"aggressive_14498","Aggressive User 14498",1321,396,"2024-01-01",154
14700,"aggressive_14700","Aggressive User 14700",3608,1082,"2024-01-01",112
13971,"aggressive_13971","Aggressive User 13971",3868,1160,"2024-01-01",113
14683,"aggressive_14683","Aggressive User 14683",110,33,"2024-01-01",92
6600,"aggressive_6600","Aggressive User 6600",1273,381,"2024-01-01",150
13179,"aggressive_13179","Aggressive User 13179",2044,613,"2024-01-01",105
7457,"aggressive_7457","Aggressive User 7457",2786,835,"2024-01-01",66
10527,"aggressive_10527","Aggressive User 10527",922,276,"2024-01-01",168
13460,"aggressive_13460","Aggressive User 13460",1124,337,"2024-01-01",109
9830,"aggressive_9830","Aggressive User 9830",1151,345,"2024-01-01",159
9861,"aggressive_9861","Aggressive User 9861",3338,1001,"2024-01-01",142
7615,"aggressive_7615","Aggressive User 7615",65,19,"2024-01-01",96
5062,"aggressive_5062","Aggressive User 5062",1445,433,"2024-01-01",179
14880,"aggressive_14880","Aggressive User 14880",1580,474,"2024-01-01",75
22817,"aggressive_22817","Aggressive User 22817",3481,1044,"2024-01-01",73
24089,"aggressive_24089","Aggressive User 24089",3986,1195,"2024-01-01",196
26698,"aggressive_26698","Aggressive User 26698",822,246,"2024-01-01",175
18267,"aggressive_18267","Aggressive User 18267",3930,1179,"2024-01-01",161
28012,"aggressive_28012","Aggressive User 28012",3375,1012,"2024-01-01",89
26395,"aggressive_26395","Aggressive User 26395",206,61,"2024-01-01",81
15905,"aggressive_15905","Aggressive User 15905",2042,612,"2024-01-01",174
19332,"aggressive_19332","Aggressive User 19332",3267,980,"2024-01-01",204
26237,"aggressive_26237","Aggressive User 26237",4039,1211,"2024-01-01",152
17863,"aggressive_17863","Aggressive User 17863",3272,981,"2024-01-01",174
29849,"aggressive_29849","Aggressive User 29849",2348,704,"2024-01-01",69
29950,"aggressive_29950","Aggressive User 29950",3054,916,"2024-01-01",91
17198,"aggressive_17198","Aggressive User 17198",2654,796,"2024-01-01",174
26919,"aggressive_26919","Aggressive User 26919",513,153,"2024-01-01",101
18776,"aggressive_18776","Aggressive User 18776",1497,449,"2024-01-01",149
49810,"aggressive_49810","Aggressive User 49810",2492,747,"2024-01-01",107
34902,"aggressive_34902","Aggressive User 34902",2066,619,"2024-01-01",94
47142,"aggressive_47142","Aggressive User 47142",914,274,"2024-01-01",161
32324,"aggressive_32324","Aggressive User 32324",1980,594,"2024-01-01",127
30140,"aggressive_30140","Aggressive User 30140",3478,1043,"2024-01-01",150
