fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
430,"aggressive_430","Aggressive User 430",1080,324,"2024-01-01",145
172,"aggressive_172","Aggressive User 172",2744,823,"2024-01-01",182
479,"aggressive_479","Aggressive User 479",1427,428,"2024-01-01",164
406,"aggressive_406","Aggressive User 406",3995,1198,"2024-01-01",194
435,"aggressive_435","Aggressive User 435",2340,702,"2024-01-01",67
287,"aggressive_287","Aggressive User 287",478,143,"2024-01-01",98
201,"aggressive_201","Aggressive User 201",3145,943,"2024-01-01",156
144,"aggressive_144","Aggressive User 144",1059,317,"2024-01-01",88
242,"aggressive_242","Aggressive User 242",269,80,"2024-01-01",86
133,"aggressive_133","Aggressive User 133",432,129,"2024-01-01",142
410,"aggressive_410","Aggressive User 410",419,125,"2024-01-01",110
111,"aggressive_111","Aggressive User 111",1576,472,"2024-01-01",69
178,"aggressive_178","Aggressive User 178",1245,373,"2024-01-01",121
269,"aggressive_269","Aggressive User 269",1545,463,"2024-01-01",140
1396,"aggressive_1396","Aggressive User 1396",2498,749,"2024-01-01",109
2089,"aggressive_2089","Aggressive User 2089",535,160,"2024-01-01",114
2375,"aggressive_2375","Aggressive User 2375",3061,918,"2024-01-01",80
1270,"aggressive_1270","Aggressive User 1270",652,195,"2024-01-01",71
2168,"aggressive_2168","Aggressive User 2168",2557,767,"2024-01-01",65
1922,"aggressive_1922","Aggressive User 1922",1565,469,"2024-01-01",108
2165,"aggressive_2165","Aggressive User 2165",1442,432,"2024-01-01",94
2611,"aggressive_2611","Aggressive User 2611",2507,752,"2024-01-01",187
2338,"aggressive_2338","Aggressive User 2338",222,66,"2024-01-01",130
2921,"aggressive_2921","Aggressive User 2921",3507,1052,"2024-01-01",141
2062,"aggressive_2062","Aggressive User 2062",4016,1204,"2024-01-01",180
1443,"aggressive_1443","Aggressive User 1443",3415,1024,"2024-01-01",185
12981,"aggressive_12981","Aggressive User 12981",3435,1030,"2024-01-01",137
12596,"aggressive_12596","Aggressive User 12596",1048,314,"2024-01-01",142
13027,"aggressive_13027","Aggressive User 13027",1382,414,"2024-01-01",189
5263,"aggressive_5263","Aggressive User 5263",627,188,"2024-01-01",64
9908,"aggressive_9908","Aggressive User 9908",1332,399,"2024-01-01",197
13010,"aggressive_13010","Aggressive User 13010",2439,731,"2024-01-01",71
5078,"aggressive_5078","Aggressive User 5078",1347,404,"2024-01-01",118
19545,"aggressive_19545","Aggressive User 19545",1519,455,"2024-01-01",137
24427,"aggressive_24427","Aggressive User 24427",1162,348,"2024-01-01",121
24455,"aggressive_24455","Aggressive User 24455",3008,902,"2024-01-01",121
23172,"aggressive_23172","Aggressive User 23172",82,24,"2024-01-01",183
19118,"aggressive_19118","Aggressive User 19118",1660,498,"2024-01-01",149
18573,"aggressive_18573","Aggressive User 18573",3430,1029,"2024-01-01",94
17551,"aggressive_17551","Aggressive User 17551",143,42,"2024-01-01",166
42588,"aggressive_42588","Aggressive User 42588",1812,543,"2024-01-01",74
31950,"aggressive_31950","Aggressive User 31950",2944,883,"2024-01-01",155
37448,"aggressive_37448","Aggressive User 37448",625,187,"2024-01-01",138
33951,"aggressive_33951","Aggressive User 33951",2550,765,"2024-01-01",87
34091,"aggressive_34091","Aggressive User 34091",2584,775,"2024-01-01",113
