fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
138,"aggressive_138","Aggressive User 138",1346,403,"2024-01-01",169
466,"aggressive_466","Aggressive User 466",918,275,"2024-01-01",190
194,"aggressive_194","Aggressive User 194",1306,391,"2024-01-01",164
218,"aggressive_218","Aggressive User 218",3447,1034,"2024-01-01",104
241,"aggressive_241","Aggressive User 241",3474,1042,"2024-01-01",174
148,"aggressive_148","Aggressive User 148",517,155,"2024-01-01",61
258,"aggressive_258","Aggressive User 258",2056,616,"2024-01-01",190
112,"aggressive_112","Aggressive User 112",835,250,"2024-01-01",164
133,"aggressive_133","Aggressive User 133",2816,844,"2024-01-01",102
431,"aggressive_431","Aggressive User 431",2425,727,"2024-01-01",200
136,"aggressive_136","Aggressive User 136",3418,1025,"2024-01-01",193
279,"aggressive_279","Aggressive User 279",1688,506,"2024-01-01",79
436,"aggressive_436","Aggressive User 436",964,289,"2024-01-01",150
253,"aggressive_253","Aggressive User 253",3059,917,"2024-01-01",190
397,"aggressive_397","Aggressive User 397",1988,596,"2024-01-01",96
135,"aggressive_135","Aggressive User 135",1088,326,"2024-01-01",160
410,"aggressive_410","Aggressive User 410",1480,444,"2024-01-01",187
189,"aggressive_189","Aggressive User 189",721,216,"2024-01-01",95
481,"aggressive_481","Aggressive User 481",285,85,"2024-01-01",171
1561,"aggressive_1561","Aggressive User 1561",2430,729,"2024-01-01",112
1481,"aggressive_1481","Aggressive User 1481",3811,1143,"2024-01-01",148
2994,"aggressive_2994","Aggressive User 2994",250,75,"2024-01-01",105
2837,"aggressive_2837","Aggressive User 2837",2572,771,"2024-01-01",201
2183,"aggressive_2183","Aggressive User 2183",819,245,"2024-01-01",164
1038,"aggressive_1038","Aggressive User 1038",4036,1210,"2024-01-01",159
2623,"aggressive_2623","Aggressive User 2623",609,182,"2024-01-01",154
1924,"aggressive_1924","Aggressive User 1924",2575,772,"2024-01-01",192
2311,"aggressive_2311","Aggressive User 2311",1138,341,"2024-01-01",153
1661,"aggressive_1661","Aggressive User 1661",2168,650,"2024-01-01",63
10259,"aggressive_10259","Aggressive User 10259",3332,999,"2024-01-01",83
11824,"aggressive_11824","Aggressive User 11824",917,275,"2024-01-01",135
13903,"aggressive_13903","Aggressive User 13903",1945,583,"2024-01-01",208
13066,"aggressive_13066","Aggressive User 13066",917,275,"2024-01-01",151
14979,"aggressive_14979","Aggressive User 14979",3390,1017,"2024-01-01",175
7910,"aggressive_7910","Aggressive User 7910",2984,895,"2024-01-01",77
11652,"aggressive_11652","Aggressive User 11652",2978,893,"2024-01-01",150
7510,"aggressive_7510","Aggressive User 7510",1875,562,"2024-01-01",92
11704,"aggressive_11704","Aggressive User 11704",199,59,"2024-01-01",154
8368,"aggressive_8368","Aggressive User 8368",1807,542,"2024-01-01",184
13663,"aggressive_13663","Aggressive User 13663",555,166,"2024-01-01",202
13105,"aggressive_13105","Aggressive User 13105",3205,961,"2024-01-01",92
6346,"aggressive_6346","Aggressive User 6346",65,19,"2024-01-01",155
14162,"aggressive_14162","Aggressive User 14162",3565,1069,"2024-01-01",208
15598,"aggressive_15598","Aggressive User 15598",1878,563,"2024-01-01",112
22197,"aggressive_22197","Aggressive User 22197",2469,740,"2024-01-01",100
25352,"aggressive_25352","Aggressive User 25352",1258,377,"2024-01-01",178
26494,"aggressive_26494","Aggressive User 26494",2165,649,"2024-01-01",98
29770,"aggressive_29770","Aggressive User 29770",2218,665,"2024-01-01",66
28811,"aggressive_28811","Aggressive User 28811",2787,836,"2024-01-01",64
15601,"aggressive_15601","Aggressive User 15601",1263,378,"2024-01-01",151
19264,"aggressive_19264","Aggressive User 19264",1574,472,"2024-01-01",205
25949,"aggressive_25949","Aggressive User 25949",444,133,"2024-01-01",163
41239,"aggressive_41239","Aggressive User 41239",1435,430,"2024-01-01",84
40701,"aggressive_40701","Aggressive User 40701",2037,611,"2024-01-01",82
45778,"aggressive_45778","Aggressive User 45778",174,52,"2024-01-01",103
32852,"aggressive_32852","Aggressive User 32852",1540,462,"2024-01-01",200
