fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
297,"aggressive_297","Aggressive User 297",1216,364,"2024-01-01",71
111,"aggressive_111","Aggressive User 111",738,221,"2024-01-01",208
406,"aggressive_406","Aggressive User 406",3350,1005,"2024-01-01",121
128,"aggressive_128","Aggressive User 128",3179,953,"2024-01-01",118
331,"aggressive_331","Aggressive User 331",929,278,"2024-01-01",82
468,"aggressive_468","Aggressive User 468",3637,1091,"2024-01-01",172
160,"aggressive_160","Aggressive User 160",2285,685,"2024-01-01",168
448,"aggressive_448","Aggressive User 448",1781,534,"2024-01-01",82
348,"aggressive_348","Aggressive User 348",1191,357,"2024-01-01",207
440,"aggressive_440","Aggressive User 440",2219,665,"2024-01-01",145
323,"aggressive_323","Aggressive User 323",2697,809,"2024-01-01",113
159,"aggressive_159","Aggressive User 159",1338,401,"2024-01-01",187
343,"aggressive_343","Aggressive User 343",277,83,"2024-01-01",175
201,"aggressive_201","Aggressive User 201",1740,522,"2024-01-01",207
313,"aggressive_313","Aggressive User 313",2118,635,"2024-01-01",78
127,"aggressive_127","Aggressive User 127",942,282,"2024-01-01",161
410,"aggressive_410","Aggressive User 410",1301,390,"2024-01-01",156
1154,"aggressive_1154","Aggressive User 1154",2238,671,"2024-01-01",130
1051,"aggressive_1051","Aggressive User 1051",415,124,"2024-01-01",151
2292,"aggressive_2292","Aggressive User 2292",1413,423,"2024-01-01",70
2729,"aggressive_2729","Aggressive User 2729",1694,508,"2024-01-01",73
2986,"aggressive_2986","Aggressive User 2986",2684,805,"2024-01-01",61
2751,"aggressive_2751","Aggressive User 2751",2153,645,"2024-01-01",178
1847,"aggressive_1847","Aggressive User 1847",3280,984,"2024-01-01",76
2205,"aggressive_2205","Aggressive User 2205",1675,502,"2024-01-01",134
2433,"aggressive_2433","Aggressive User 2433",1677,503,"2024-01-01",104
1935,"aggressive_1935","Aggressive User 1935",3437,1031,"2024-01-01",202
1345,"aggressive_1345","Aggressive User 1345",3150,945,"2024-01-01",87
2492,"aggressive_2492","Aggressive User 2492",1998,599,"2024-01-01",192
6842,"aggressive_6842","Aggressive User 6842",2248,674,"2024-01-01",171
9559,"aggressive_9559","Aggressive User 9559",3552,1065,"2024-01-01",88
8310,"aggressive_8310","Aggressive User 8310",2751,825,"2024-01-01",98
11750,"aggressive_11750","Aggressive User 11750",2264,679,"2024-01-01",61
9910,"aggressive_9910","Aggressive User 9910",3097,929,"2024-01-01",166
5423,"aggressive_5423","Aggressive User 5423",3696,1108,"2024-01-01",195
10872,"aggressive_10872","Aggressive User 10872",1607,482,"2024-01-01",126
12079,"aggressive_12079","Aggressive User 12079",2268,680,"2024-01-01",126
14007,"aggressive_14007","Aggressive User 14007",1038,311,"2024-01-01",198
13687,"aggressive_13687","Aggressive User 13687",3641,1092,"2024-01-01",178
12163,"aggressive_12163","Aggressive User 12163",682,204,"2024-01-01",164
5847,"aggressive_5847","Aggressive User 5847",2979,893,"2024-01-01",167
8826,"aggressive_8826","Aggressive User 8826",268,80,"2024-01-01",69
29269,"aggressive_29269","Aggressive User 29269",3775,1132,"2024-01-01",110
18603,"aggressive_18603","Aggressive User 18603",3076,922,"2024-01-01",176
28338,"aggressive_28338","Aggressive User 28338",1338,401,"2024-01-01",70
22881,"aggressive_22881","Aggressive User 22881",235,70,"2024-01-01",79
18549,"aggressive_18549","Aggressive User 18549",2506,751,"2024-01-01",144
23879,"aggressive_23879","Aggressive User 23879",2265,679,"2024-01-01",186
29894,"aggressive_29894","Aggressive User 29894",3265,979,"2024-01-01",115
26649,"aggressive_26649","Aggressive User 26649",2293,687,"2024-01-01",101
17970,"aggressive_17970","Aggressive User 17970",2976,892,"2024-01-01",91
16705,"aggressive_16705","Aggressive User 16705",2610,783,"2024-01-01",117
28602,"aggressive_28602","Aggressive User 28602",130,39,"2024-01-01",63
24921,"aggressive_24921","Aggressive User 24921",1381,414,"2024-01-01",88
18502,"aggressive_18502","Aggressive User 18502",171,51,"2024-01-01",121
41206,"aggressive_41206","Aggressive User 41206",932,279,"2024-01-01",89
49159,"aggressive_49159","Aggressive User 49159",3458,1037,"2024-01-01",96
47610,"aggressive_47610","Aggressive User 47610",3072,921,"2024-01-01",191
42214,"aggressive_42214","Aggressive User 42214",3523,1056,"2024-01-01",60
48974,"aggressive_48974","Aggressive User 48974",3738,1121,"2024-01-01",160
31061,"aggressive_31061","Aggressive User 31061",3526,1057,"2024-01-01",78
40299,"aggressive_40299","Aggressive User 40299",2763,828,"2024-01-01",190
41360,"aggressive_41360","Aggressive User 41360",3302,990,"2024-01-01",117
