fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
290,"aggressive_290","Aggressive User 290",269,80,"2024-01-01",69
436,"aggressive_436","Aggressive User 436",3756,1126,"2024-01-01",109
388,"aggressive_388","Aggressive User 388",2188,656,"2024-01-01",138
126,"aggressive_126","Aggressive User 126",3171,951,"2024-01-01",78
265,"aggressive_265","Aggressive User 265",1244,373,"2024-01-01",161
206,"aggressive_206","Aggressive User 206",1984,595,"2024-01-01",87
487,"aggressive_487","Aggressive User 487",3784,1135,"2024-01-01",130
451,"aggressive_451","Aggressive User 451",1983,594,"2024-01-01",173
167,"aggressive_167","Aggressive User 167",1825,547,"2024-01-01",159
485,"aggressive_485","Aggressive User 485",2771,831,"2024-01-01",142
485,"aggressive_485","Aggressive User 485",877,263,"2024-01-01",98
350,"aggressive_350","Aggressive User 350",728,218,"2024-01-01",176
298,"aggressive_298","Aggressive User 298",2675,802,"2024-01-01",86
441,"aggressive_441","Aggressive User 441",3481,1044,"2024-01-01",88
468,"aggressive_468","Aggressive User 468",1862,558,"2024-01-01",117
386,"aggressive_386","Aggressive User 386",3547,1064,"2024-01-01",76
290,"aggressive_290","Aggressive User 290",420,126,"2024-01-01",208
468,"aggressive_468","Aggressive User 468",2675,802,"2024-01-01",91
2183,"aggressive_2183","Aggressive User 2183",2219,665,"2024-01-01",104
1590,"aggressive_1590","Aggressive User 1590",1235,370,"2024-01-01",96
1918,"aggressive_1918","Aggressive User 1918",1418,425,"2024-01-01",118
2823,"aggressive_2823","Aggressive User 2823",311,93,"2024-01-01",184
1465,"aggressive_1465","Aggressive User 1465",1479,443,"2024-01-01",151
1897,"aggressive_1897","Aggressive User 1897",1334,400,"2024-01-01",61
1738,"aggressive_1738","Aggressive User 1738",1326,397,"2024-01-01",189
1775,"aggressive_1775","Aggressive User 1775",2794,838,"2024-01-01",103
1353,"aggressive_1353","Aggressive User 1353",1554,466,"2024-01-01",174
1987,"aggressive_1987","Aggressive User 1987",742,222,"2024-01-01",159
1260,"aggressive_1260","Aggressive User 1260",383,114,"2024-01-01",62
2805,"aggressive_2805","Aggressive User 2805",3874,1162,"2024-01-01",142
1263,"aggressive_1263","Aggressive User 1263",3885,1165,"2024-01-01",208
8102,"aggressive_8102","Aggressive User 8102",621,186,"2024-01-01",150
10979,"aggressive_10979","Aggressive User 10979",3145,943,"2024-01-01",121
8062,"aggressive_8062","Aggressive User 8062",2322,696,"2024-01-01",121
7227,"aggressive_7227","Aggressive User 7227",2861,858,"2024-01-01",185
13745,"aggressive_13745","Aggressive User 13745",3658,1097,"2024-01-01",140
10049,"aggressive_10049","Aggressive User 10049",2697,809,"2024-01-01",145
14930,"aggressive_14930","Aggressive User 14930",2922,876,"2024-01-01",89
5624,"aggressive_5624","Aggressive User 5624",4049,1214,"2024-01-01",193
13724,"aggressive_13724","Aggressive User 13724",3705,1111,"2024-01-01",151
11230,"aggressive_11230","Aggressive User 11230",2038,611,"2024-01-01",185
11316,"aggressive_11316","Aggressive User 11316",3873,1161,"2024-01-01",101
10056,"aggressive_10056","Aggressive User 10056",869,260,"2024-01-01",147
11744,"aggressive_11744","Aggressive User 11744",2745,823,"2024-01-01",131
7574,"aggressive_7574","Aggressive User 7574",271,81,"2024-01-01",142
13081,"aggressive_13081","Aggressive User 13081",2763,828,"2024-01-01",110
22736,"aggressive_22736","Aggressive User 22736",2367,710,"2024-01-01",107
23920,"aggressive_23920","Aggressive User 23920",4001,1200,"2024-01-01",80
20088,"aggressive_20088","Aggressive User 20088",2876,862,"2024-01-01",69
23242,"aggressive_23242","Aggressive User 23242",985,295,"2024-01-01",102
22351,"aggressive_22351","Aggressive User 22351",2239,671,"2024-01-01",175
17565,"aggressive_17565","Aggressive User 17565",886,265,"2024-01-01",202
19435,"aggressive_19435","Aggressive User 19435",2096,628,"2024-01-01",145
38589,"aggressive_38589","Aggressive User 38589",2093,627,"2024-01-01",84
41103,"aggressive_41103","Aggressive User 41103",977,293,"2024-01-01",80
46221,"aggressive_46221","Aggressive User 46221",3663,1098,"2024-01-01",79
35596,"aggressive_35596","Aggressive User 35596",2379,713,"2024-01-01",204
39737,"aggressive_39737","Aggressive User 39737",2877,863,"2024-01-01",181
49891,"aggressive_49891","Aggressive User 49891",1766,529,"2024-01-01",79
38670,"aggressive_38670","Aggressive User 38670",2303,690,"2024-01-01",173
40135,"aggressive_40135","Aggressive User 40135",3142,942,"2024-01-01",103
