fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
238,"aggressive_238","Aggressive User 238",2306,691,"2024-01-01",176
306,"aggressive_306","Aggressive User 306",463,138,"2024-01-01",91
402,"aggressive_402","Aggressive User 402",2518,755,"2024-01-01",168
458,"aggressive_458","Aggressive User 458",4007,1202,"2024-01-01",105
214,"aggressive_214","Aggressive User 214",3326,997,"2024-01-01",87
218,"aggressive_218","Aggressive User 218",3166,949,"2024-01-01",194
415,"aggressive_415","Aggressive User 415",567,170,"2024-01-01",208
206,"aggressive_206","Aggressive User 206",261,78,"2024-01-01",108
316,"aggressive_316","Aggressive User 316",1765,529,"2024-01-01",107
158,"aggressive_158","Aggressive User 158",1801,540,"2024-01-01",125
326,"aggressive_326","Aggressive User 326",2309,692,"2024-01-01",60
340,"aggressive_340","Aggressive User 340",2981,894,"2024-01-01",87
100,"aggressive_100","Aggressive User 100",2921,876,"2024-01-01",77
250,"aggressive_250","Aggressive User 250",1829,548,"2024-01-01",135
232,"aggressive_232","Aggressive User 232",644,193,"2024-01-01",65
2058,"aggressive_2058","Aggressive User 2058",1000,300,"2024-01-01",180
1721,"aggressive_1721","Aggressive User 1721",3375,1012,"2024-01-01",91
1824,"aggressive_1824","Aggressive User 1824",1316,394,"2024-01-01",63
2504,"aggressive_2504","Aggressive User 2504",3292,987,"2024-01-01",143
1816,"aggressive_1816","Aggressive User 1816",2668,800,"2024-01-01",121
1800,"aggressive_1800","Aggressive User 1800",731,219,"2024-01-01",203
1489,"aggressive_1489","Aggressive User 1489",2635,790,"2024-01-01",61
2578,"aggressive_2578","Aggressive User 2578",2001,600,"2024-01-01",79
2257,"aggressive_2257","Aggressive User 2257",2992,897,"2024-01-01",84
1121,"aggressive_1121","Aggressive User 1121",1598,479,"2024-01-01",81
2010,"aggressive_2010","Aggressive User 2010",3156,946,"2024-01-01",183
1505,"aggressive_1505","Aggressive User 1505",2532,759,"2024-01-01",195
2231,"aggressive_2231","Aggressive User 2231",2169,650,"2024-01-01",79
2906,"aggressive_2906","Aggressive User 2906",3848,1154,"2024-01-01",156
1489,"aggressive_1489","Aggressive User 1489",2913,873,"2024-01-01",83
1262,"aggressive_1262","Aggressive User 1262",3071,921,"2024-01-01",71
2225,"aggressive_2225","Aggressive User 2225",3654,1096,"2024-01-01",65
10151,"aggressive_10151","Aggressive User 10151",3624,1087,"2024-01-01",102
7565,"aggressive_7565","Aggressive User 7565",3136,940,"2024-01-01",118
7164,"aggressive_7164","Aggressive User 7164",920,276,"2024-01-01",100
8692,"aggressive_8692","Aggressive User 8692",784,235,"2024-01-01",200
11261,"aggressive_11261","Aggressive User 11261",1174,352,"2024-01-01",120
8071,"aggressive_8071","Aggressive User 8071",925,277,"2024-01-01",169
14080,"aggressive_14080","Aggressive User 14080",2900,870,"2024-01-01",69
8932,"aggressive_8932","Aggressive User 8932",2166,649,"2024-01-01",141
16891,"aggressive_16891","Aggressive User 16891",1915,574,"2024-01-01",152
25898,"aggressive_25898","Aggressive User 25898",1281,384,"2024-01-01",181
25622,"aggressive_25622","Aggressive User 25622",119,35,"2024-01-01",160
26036,"aggressive_26036","Aggressive User 26036",2166,649,"2024-01-01",184
18481,"aggressive_18481","Aggressive User 18481",1615,484,"2024-01-01",107
29619,"aggressive_29619","Aggressive User 29619",2525,757,"2024-01-01",141
21191,"aggressive_21191","Aggressive User 21191",1482,444,"2024-01-01",102
27337,"aggressive_27337","Aggressive User 27337",3624,1087,"2024-01-01",62
25885,"aggressive_25885","Aggressive User 25885",2277,683,"2024-01-01",113
16901,"aggressive_16901","Aggressive User 16901",1686,505,"2024-01-01",124
43375,"aggressive_43375","Aggressive User 43375",2207,662,"2024-01-01",86
35570,"aggressive_35570","Aggressive User 35570",2877,863,"2024-01-01",143
48637,"aggressive_48637","Aggressive User 48637",2132,639,"2024-01-01",105
31882,"aggressive_31882","Aggressive User 31882",2802,840,"2024-01-01",81
33506,"aggressive_33506","Aggressive User 33506",2012,603,"2024-01-01",107
38241,"aggressive_38241","Aggressive User 38241",989,296,"2024-01-01",133
31493,"aggressive_31493","Aggressive User 31493",515,154,"2024-01-01",209
34627,"aggressive_34627","Aggressive User 34627",3930,1179,"2024-01-01",163
