fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
348,"aggressive_348","Aggressive User 348",2441,732,"2024-01-01",135
260,"aggressive_260","Aggressive User 260",1785,535,"2024-01-01",60
333,"aggressive_333","Aggressive User 333",3171,951,"2024-01-01",115
219,"aggressive_219","Aggressive User 219",1498,449,"2024-01-01",127
428,"aggressive_428","Aggressive User 428",3711,1113,"2024-01-01",195
468,"aggressive_468","Aggressive User 468",2777,833,"2024-01-01",61
399,"aggressive_399","Aggressive User 399",387,116,"2024-01-01",136
329,"aggressive_329","Aggressive User 329",3431,1029,"2024-01-01",107
264,"aggressive_264","Aggressive User 264",2338,701,"2024-01-01",62
491,"aggressive_491","Aggressive User 491",1483,444,"2024-01-01",196
497,"aggressive_497","Aggressive User 497",1975,592,"2024-01-01",107
220,"aggressive_220","Aggressive User 220",3991,1197,"2024-01-01",73
251,"aggressive_251","Aggressive User 251",264,79,"2024-01-01",82
460,"aggressive_460","Aggressive User 460",717,215,"2024-01-01",198
2387,"aggressive_2387","Aggressive User 2387",2367,710,"2024-01-01",92
1650,"aggressive_1650","Aggressive User 1650",1680,504,"2024-01-01",198
1825,"aggressive_1825","Aggressive User 1825",1791,537,"2024-01-01",176
1320,"aggressive_1320","Aggressive User 1320",2466,739,"2024-01-01",132
2256,"aggressive_2256","Aggressive User 2256",418,125,"2024-01-01",111
1444,"aggressive_1444","Aggressive User 1444",2290,687,"2024-01-01",106
1784,"aggressive_1784","Aggressive User 1784",545,163,"2024-01-01",83
1827,"aggressive_1827","Aggressive User 1827",2723,816,"2024-01-01",142
2771,"aggressive_2771","Aggressive User 2771",3890,1167,"2024-01-01",71
2631,"aggressive_2631","Aggressive User 2631",1649,494,"2024-01-01",106
1504,"aggressive_1504","Aggressive User 1504",4042,1212,"2024-01-01",93
2455,"aggressive_2455","Aggressive User 2455",2817,845,"2024-01-01",118
8774,"aggressive_8774","Aggressive User 8774",1886,565,"2024-01-01",186
14450,"aggressive_14450","Aggressive User 14450",390,117,"2024-01-01",190
5104,"aggressive_5104","Aggressive User 5104",3062,918,"2024-01-01",73
12342,"aggressive_12342","Aggressive User 12342",215,64,"2024-01-01",112
11520,"aggressive_11520","Aggressive User 11520",2801,840,"2024-01-01",69
14778,"aggressive_14778","Aggressive User 14778",1298,389,"2024-01-01",78
10759,"aggressive_10759","Aggressive User 10759",3383,1014,"2024-01-01",209
8929,"aggressive_8929","Aggressive User 8929",1408,422,"2024-01-01",169
11092,"aggressive_11092","Aggressive User 11092",2877,863,"2024-01-01",143
14013,"aggressive_14013","Aggressive User 14013",812,243,"2024-01-01",104
9880,"aggressive_9880","Aggressive User 9880",3986,1195,"2024-01-01",112
9104,"aggressive_9104","Aggressive User 9104",1881,564,"2024-01-01",196
7951,"aggressive_7951","Aggressive User 7951",2004,601,"2024-01-01",111
15430,"aggressive_15430","Aggressive User 15430",188,56,"2024-01-01",203
24571,"aggressive_24571","Aggressive User 24571",2641,792,"2024-01-01",68
20996,"aggressive_20996","Aggressive User 20996",1339,401,"2024-01-01",82
20186,"aggressive_20186","Aggressive User 20186",1155,346,"2024-01-01",139
19232,"aggressive_19232","Aggressive User 19232",2067,620,"2024-01-01",110
16377,"aggressive_16377","Aggressive User 16377",216,64,"2024-01-01",118
17369,"aggressive_17369","Aggressive User 17369",1364,409,"2024-01-01",108
45837,"aggressive_45837","Aggressive User 45837",1523,456,"2024-01-01",110
48464,"aggressive_48464","Aggressive User 48464",3921,1176,"2024-01-01",145
39710,"aggressive_39710","Aggressive User 39710",1042,312,"2024-01-01",91
38835,"aggressive_38835","Aggressive User 38835",941,282,"2024-01-01",182
44406,"aggressive_44406","Aggressive User 44406",1138,341,"2024-01-01",76
40962,"aggressive_40962","Aggressive User 40962",926,277,"2024-01-01",193
37914,"aggressive_37914","Aggressive User 37914",224,67,"2024-01-01",190
46492,"aggressive_46492","Aggressive User 46492",3552,1065,"2024-01-01",69
