fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
111,"aggressive_111","Aggressive User 111",120,36,"2024-01-01",184
252,"aggressive_252","Aggressive User 252",2425,727,"2024-01-01",124
223,"aggressive_223","Aggressive User 223",540,162,"2024-01-01",73
444,"aggressive_444","Aggressive User 444",2932,879,"2024-01-01",131
376,"aggressive_376","Aggressive User 376",3564,1069,"2024-01-01",102
151,"aggressive_151","Aggressive User 151",491,147,"2024-01-01",84
238,"aggressive_238","Aggressive User 238",1277,383,"2024-01-01",209
265,"aggressive_265","Aggressive User 265",688,206,"2024-01-01",96
113,"aggressive_113","Aggressive User 113",3304,991,"2024-01-01",103
248,"aggressive_248","Aggressive User 248",3595,1078,"2024-01-01",127
333,"aggressive_333","Aggressive User 333",1728,518,"2024-01-01",92
130,"aggressive_130","Aggressive User 130",1669,500,"2024-01-01",159
154,"aggressive_154","Aggressive User 154",2771,831,"2024-01-01",157
106,"aggressive_106","Aggressive User 106",331,99,"2024-01-01",125
438,"aggressive_438","Aggressive User 438",1694,508,"2024-01-01",69
1766,"aggressive_1766","Aggressive User 1766",1781,534,"2024-01-01",178
1069,"aggressive_1069","Aggressive User 1069",218,65,"2024-01-01",147
1364,"aggressive_1364","Aggressive User 1364",899,269,"2024-01-01",88
1556,"aggressive_1556","Aggressive User 1556",3592,1077,"2024-01-01",111
1927,"aggressive_1927","Aggressive User 1927",732,219,"2024-01-01",140
1245,"aggressive_1245","Aggressive User 1245",2652,795,"2024-01-01",97
2420,"aggressive_2420","Aggressive User 2420",2610,783,"2024-01-01",202
1293,"aggressive_1293","Aggressive User 1293",2243,672,"2024-01-01",148
2709,"aggressive_2709","Aggressive User 2709",3549,1064,"2024-01-01",109
5702,"aggressive_5702","Aggressive User 5702",1767,530,"2024-01-01",106
12000,"aggressive_12000","Aggressive User 12000",678,203,"2024-01-01",87
6858,"aggressive_6858","Aggressive User 6858",2639,791,"2024-01-01",130
6219,"aggressive_6219","Aggressive User 6219",711,213,"2024-01-01",103
14428,"aggressive_14428","Aggressive User 14428",2993,897,"2024-01-01",155
9645,"aggressive_9645","Aggressive User 9645",3009,902,"2024-01-01",163
14583,"aggressive_14583","Aggressive User 14583",1092,327,"2024-01-01",152
9066,"aggressive_9066","Aggressive User 9066",2796,838,"2024-01-01",101
14154,"aggressive_14154","Aggressive User 14154",884,265,"2024-01-01",76
13655,"aggressive_13655","Aggressive User 13655",1537,461,"2024-01-01",118
10148,"aggressive_10148","Aggressive User 10148",3646,1093,"2024-01-01",121
5036,"aggressive_5036","Aggressive User 5036",1598,479,"2024-01-01",162
19779,"aggressive_19779","Aggressive User 19779",3747,1124,"2024-01-01",118
27284,"aggressive_27284","Aggressive User 27284",2841,852,"2024-01-01",197
21873,"aggressive_21873","Aggressive User 21873",3823,1146,"2024-01-01",97
28335,"aggressive_28335","Aggressive User 28335",2219,665,"2024-01-01",136
19531,"aggressive_19531","Aggressive User 19531",2559,767,"2024-01-01",191
18343,"aggressive_18343","Aggressive User 18343",2130,639,"2024-01-01",162
19057,"aggressive_19057","Aggressive User 19057",3546,1063,"2024-01-01",199
17960,"aggressive_17960","Aggressive User 17960",2993,897,"2024-01-01",88
29045,"aggressive_29045","Aggressive User 29045",1357,407,"2024-01-01",199
48732,"aggressive_48732","Aggressive User 48732",1732,519,"2024-01-01",165
37535,"aggressive_37535","Aggressive User 37535",865,259,"2024-01-01",202
32167,"aggressive_32167","Aggressive User 32167",2740,822,"2024-01-01",203
39750,"aggressive_39750","Aggressive User 39750",1007,302,"2024-01-01",197
33352,"aggressive_33352","Aggressive User 33352",2184,655,"2024-01-01",113
40046,"aggressive_40046","Aggressive User 40046",1945,583,"2024-01-01",121
37732,"aggressive_37732","Aggressive User 37732",2933,879,"2024-01-01",128
