fid,username,display_name,follower_count,following_count,last_cast_date,days_inactive
350,"aggressive_350","Aggressive User 350",2183,654,"2024-01-01",67
134,"aggressive_134","Aggressive User 134",2405,721,"2024-01-01",66
109,"aggressive_109","Aggressive User 109",3378,1013,"2024-01-01",129
250,"aggressive_250","Aggressive User 250",1176,352,"2024-01-01",64
389,"aggressive_389","Aggressive User 389",71,21,"2024-01-01",90
183,"aggressive_183","Aggressive User 183",3199,959,"2024-01-01",118
232,"aggressive_232","Aggressive User 232",3065,919,"2024-01-01",134
1241,"aggressive_1241","Aggressive User 1241",2250,675,"2024-01-01",164
1906,"aggressive_1906","Aggressive User 1906",504,151,"2024-01-01",107
1935,"aggressive_1935","Aggressive User 1935",741,222,"2024-01-01",89
1753,"aggressive_1753","Aggressive User 1753",1213,363,"2024-01-01",189
1461,"aggressive_1461","Aggressive User 1461",2263,678,"2024-01-01",76
2696,"aggressive_2696","Aggressive User 2696",2297,689,"2024-01-01",202
1485,"aggressive_1485","Aggressive User 1485",2998,899,"2024-01-01",94
1189,"aggressive_1189","Aggressive User 1189",2612,783,"2024-01-01",81
2233,"aggressive_2233","Aggressive User 2233",2858,857,"2024-01-01",144
6848,"aggressive_6848","Aggressive User 6848",2303,690,"2024-01-01",100
10223,"aggressive_10223","Aggressive User 10223",995,298,"2024-01-01",148
9095,"aggressive_9095","Aggressive User 9095",501,150,"2024-01-01",65
14334,"aggressive_14334","Aggressive User 14334",1389,416,"2024-01-01",103
13841,"aggressive_13841","Aggressive User 13841",2487,746,"2024-01-01",119
7559,"aggressive_7559","Aggressive User 7559",3352,1005,"2024-01-01",149
7217,"aggressive_7217","Aggressive User 7217",1859,557,"2024-01-01",189
12180,"aggressive_12180","Aggressive User 12180",2184,655,"2024-01-01",113
11382,"aggressive_11382","Aggressive User 11382",2904,871,"2024-01-01",161
10971,"aggressive_10971","Aggressive User 10971",1592,477,"2024-01-01",124
14837,"aggressive_14837","Aggressive User 14837",2823,846,"2024-01-01",99
27361,"aggressive_27361","Aggressive User 27361",1311,393,"2024-01-01",144
15078,"aggressive_15078","Aggressive User 15078",2189,656,"2024-01-01",161
22335,"aggressive_22335","Aggressive User 22335",4042,1212,"2024-01-01",62
17883,"aggressive_17883","Aggressive User 17883",187,56,"2024-01-01",176
26025,"aggressive_26025","Aggressive User 26025",1375,412,"2024-01-01",77
24519,"aggressive_24519","Aggressive User 24519",1295,388,"2024-01-01",64
26976,"aggressive_26976","Aggressive User 26976",357,107,"2024-01-01",72
16911,"aggressive_16911","Aggressive User 16911",664,199,"2024-01-01",76
35933,"aggressive_35933","Aggressive User 35933",1057,317,"2024-01-01",190
49244,"aggressive_49244","Aggressive User 49244",3613,1083,"2024-01-01",151
45727,"aggressive_45727","Aggressive User 45727",694,208,"2024-01-01",197
32870,"aggressive_32870","Aggressive User 32870",253,75,"2024-01-01",174
33283,"aggressive_33283","Aggressive User 33283",345,103,"2024-01-01",207
